Train: 	Epoch    0	Batch   0	Step      1	Loss 1.609511	UAR 0.218182	lr 0.000001
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  303	Batch   0	Step   3031	Loss 1.608150	UAR 0.200000	lr 0.000574
Train: 	Epoch  303	Batch   1	Step   3032	Loss 1.608150	UAR 0.228571	lr 0.000574
Train: 	Epoch  303	Batch   2	Step   3033	Loss 1.608150	UAR 0.266667	lr 0.000574
Train: 	Epoch  303	Batch   3	Step   3034	Loss 1.608150	UAR 0.228571	lr 0.000574
Train: 	Epoch  303	Batch   4	Step   3035	Loss 1.608149	UAR 0.280000	lr 0.000574
Train: 	Epoch  303	Batch   5	Step   3036	Loss 1.608150	UAR 0.228571	lr 0.000574
Train: 	Epoch  303	Batch   6	Step   3037	Loss 1.608149	UAR 0.200000	lr 0.000574
Train: 	Epoch  303	Batch   7	Step   3038	Loss 1.608149	UAR 0.200000	lr 0.000574
Train: 	Epoch  303	Batch   8	Step   3039	Loss 1.608150	UAR 0.200000	lr 0.000574
Train: 	Epoch  303	Batch   9	Step   3040	Loss 1.608149	UAR 0.500000	lr 0.000574
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  304	Batch   0	Step   3041	Loss 1.608150	UAR 0.222222	lr 0.000573
Train: 	Epoch  304	Batch   1	Step   3042	Loss 1.608149	UAR 0.250000	lr 0.000573
Train: 	Epoch  304	Batch   2	Step   3043	Loss 1.608150	UAR 0.200000	lr 0.000573
Train: 	Epoch  304	Batch   3	Step   3044	Loss 1.608151	UAR 0.200000	lr 0.000573
Train: 	Epoch  304	Batch   4	Step   3045	Loss 1.608151	UAR 0.250000	lr 0.000573
Train: 	Epoch  304	Batch   5	Step   3046	Loss 1.608151	UAR 0.240000	lr 0.000573
Train: 	Epoch  304	Batch   6	Step   3047	Loss 1.608151	UAR 0.228571	lr 0.000573
Train: 	Epoch  304	Batch   7	Step   3048	Loss 1.608150	UAR 0.228571	lr 0.000573
Train: 	Epoch  304	Batch   8	Step   3049	Loss 1.608150	UAR 0.250000	lr 0.000573
Train: 	Epoch  304	Batch   9	Step   3050	Loss 1.608150	UAR 0.400000	lr 0.000573
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  305	Batch   0	Step   3051	Loss 1.608150	UAR 0.228571	lr 0.000573
Train: 	Epoch  305	Batch   1	Step   3052	Loss 1.608150	UAR 0.233333	lr 0.000572
Train: 	Epoch  305	Batch   2	Step   3053	Loss 1.608151	UAR 0.200000	lr 0.000572
Train: 	Epoch  305	Batch   3	Step   3054	Loss 1.608150	UAR 0.220000	lr 0.000572
Train: 	Epoch  305	Batch   4	Step   3055	Loss 1.608150	UAR 0.228571	lr 0.000572
Train: 	Epoch  305	Batch   5	Step   3056	Loss 1.608150	UAR 0.200000	lr 0.000572
Train: 	Epoch  305	Batch   6	Step   3057	Loss 1.608149	UAR 0.314286	lr 0.000572
Train: 	Epoch  305	Batch   7	Step   3058	Loss 1.608149	UAR 0.240000	lr 0.000572
Train: 	Epoch  305	Batch   8	Step   3059	Loss 1.608150	UAR 0.200000	lr 0.000572
Train: 	Epoch  305	Batch   9	Step   3060	Loss 1.608150	UAR 0.250000	lr 0.000572
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  306	Batch   0	Step   3061	Loss 1.608150	UAR 0.228571	lr 0.000572
Train: 	Epoch  306	Batch   1	Step   3062	Loss 1.608151	UAR 0.200000	lr 0.000571
Train: 	Epoch  306	Batch   2	Step   3063	Loss 1.608150	UAR 0.266667	lr 0.000571
Train: 	Epoch  306	Batch   3	Step   3064	Loss 1.608150	UAR 0.250000	lr 0.000571
Train: 	Epoch  306	Batch   4	Step   3065	Loss 1.608150	UAR 0.280000	lr 0.000571
Train: 	Epoch  306	Batch   5	Step   3066	Loss 1.608149	UAR 0.200000	lr 0.000571
Train: 	Epoch  306	Batch   6	Step   3067	Loss 1.608149	UAR 0.233333	lr 0.000571
Train: 	Epoch  306	Batch   7	Step   3068	Loss 1.608149	UAR 0.200000	lr 0.000571
Train: 	Epoch  306	Batch   8	Step   3069	Loss 1.608149	UAR 0.200000	lr 0.000571
Train: 	Epoch  306	Batch   9	Step   3070	Loss 1.608149	UAR 0.250000	lr 0.000571
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  307	Batch   0	Step   3071	Loss 1.608150	UAR 0.200000	lr 0.000571
Train: 	Epoch  307	Batch   1	Step   3072	Loss 1.608150	UAR 0.233333	lr 0.000571
Train: 	Epoch  307	Batch   2	Step   3073	Loss 1.608150	UAR 0.233333	lr 0.000570
Train: 	Epoch  307	Batch   3	Step   3074	Loss 1.608150	UAR 0.225000	lr 0.000570
Train: 	Epoch  307	Batch   4	Step   3075	Loss 1.608151	UAR 0.222222	lr 0.000570
Train: 	Epoch  307	Batch   5	Step   3076	Loss 1.608151	UAR 0.233333	lr 0.000570
Train: 	Epoch  307	Batch   6	Step   3077	Loss 1.608152	UAR 0.200000	lr 0.000570
Train: 	Epoch  307	Batch   7	Step   3078	Loss 1.608151	UAR 0.240000	lr 0.000570
Train: 	Epoch  307	Batch   8	Step   3079	Loss 1.608150	UAR 0.285714	lr 0.000570
Train: 	Epoch  307	Batch   9	Step   3080	Loss 1.608149	UAR 0.200000	lr 0.000570
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  308	Batch   0	Step   3081	Loss 1.608150	UAR 0.200000	lr 0.000570
Train: 	Epoch  308	Batch   1	Step   3082	Loss 1.608150	UAR 0.228571	lr 0.000570
Train: 	Epoch  308	Batch   2	Step   3083	Loss 1.608150	UAR 0.233333	lr 0.000570
Train: 	Epoch  308	Batch   3	Step   3084	Loss 1.608150	UAR 0.228571	lr 0.000569
Train: 	Epoch  308	Batch   4	Step   3085	Loss 1.608149	UAR 0.333333	lr 0.000569
Train: 	Epoch  308	Batch   5	Step   3086	Loss 1.608148	UAR 0.266667	lr 0.000569
Train: 	Epoch  308	Batch   6	Step   3087	Loss 1.608150	UAR 0.200000	lr 0.000569
Train: 	Epoch  308	Batch   7	Step   3088	Loss 1.608150	UAR 0.200000	lr 0.000569
Train: 	Epoch  308	Batch   8	Step   3089	Loss 1.608149	UAR 0.257143	lr 0.000569
Train: 	Epoch  308	Batch   9	Step   3090	Loss 1.608150	UAR 0.200000	lr 0.000569
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  309	Batch   0	Step   3091	Loss 1.608150	UAR 0.200000	lr 0.000569
Train: 	Epoch  309	Batch   1	Step   3092	Loss 1.608149	UAR 0.250000	lr 0.000569
Train: 	Epoch  309	Batch   2	Step   3093	Loss 1.608149	UAR 0.200000	lr 0.000569
Train: 	Epoch  309	Batch   3	Step   3094	Loss 1.608149	UAR 0.266667	lr 0.000569
Train: 	Epoch  309	Batch   4	Step   3095	Loss 1.608148	UAR 0.250000	lr 0.000568
Train: 	Epoch  309	Batch   5	Step   3096	Loss 1.608149	UAR 0.200000	lr 0.000568
Train: 	Epoch  309	Batch   6	Step   3097	Loss 1.608149	UAR 0.225000	lr 0.000568
Train: 	Epoch  309	Batch   7	Step   3098	Loss 1.608149	UAR 0.240000	lr 0.000568
Train: 	Epoch  309	Batch   8	Step   3099	Loss 1.608149	UAR 0.225000	lr 0.000568
Train: 	Epoch  309	Batch   9	Step   3100	Loss 1.608150	UAR 0.000000	lr 0.000568
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  310	Batch   0	Step   3101	Loss 1.608150	UAR 0.233333	lr 0.000568
Train: 	Epoch  310	Batch   1	Step   3102	Loss 1.608150	UAR 0.233333	lr 0.000568
Train: 	Epoch  310	Batch   2	Step   3103	Loss 1.608150	UAR 0.233333	lr 0.000568
Train: 	Epoch  310	Batch   3	Step   3104	Loss 1.608149	UAR 0.257143	lr 0.000568
Train: 	Epoch  310	Batch   4	Step   3105	Loss 1.608148	UAR 0.285714	lr 0.000568
Train: 	Epoch  310	Batch   5	Step   3106	Loss 1.608148	UAR 0.228571	lr 0.000567
Train: 	Epoch  310	Batch   6	Step   3107	Loss 1.608149	UAR 0.200000	lr 0.000567
Train: 	Epoch  310	Batch   7	Step   3108	Loss 1.608149	UAR 0.200000	lr 0.000567
Train: 	Epoch  310	Batch   8	Step   3109	Loss 1.608150	UAR 0.200000	lr 0.000567
Train: 	Epoch  310	Batch   9	Step   3110	Loss 1.608150	UAR 0.200000	lr 0.000567
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  311	Batch   0	Step   3111	Loss 1.608150	UAR 0.225000	lr 0.000567
Train: 	Epoch  311	Batch   1	Step   3112	Loss 1.608150	UAR 0.200000	lr 0.000567
Train: 	Epoch  311	Batch   2	Step   3113	Loss 1.608150	UAR 0.225000	lr 0.000567
Train: 	Epoch  311	Batch   3	Step   3114	Loss 1.608149	UAR 0.228571	lr 0.000567
Train: 	Epoch  311	Batch   4	Step   3115	Loss 1.608149	UAR 0.240000	lr 0.000567
Train: 	Epoch  311	Batch   5	Step   3116	Loss 1.608149	UAR 0.266667	lr 0.000567
Train: 	Epoch  311	Batch   6	Step   3117	Loss 1.608149	UAR 0.225000	lr 0.000566
Train: 	Epoch  311	Batch   7	Step   3118	Loss 1.608149	UAR 0.266667	lr 0.000566
Train: 	Epoch  311	Batch   8	Step   3119	Loss 1.608149	UAR 0.200000	lr 0.000566
Train: 	Epoch  311	Batch   9	Step   3120	Loss 1.608150	UAR 0.000000	lr 0.000566
Validate: 	Loss 1.607508	UAR 0.267857
Train: 	Epoch  312	Batch   0	Step   3121	Loss 1.608150	UAR 0.225000	lr 0.000566
Train: 	Epoch  312	Batch   1	Step   3122	Loss 1.608150	UAR 0.200000	lr 0.000566
Train: 	Epoch  312	Batch   2	Step   3123	Loss 1.608151	UAR 0.200000	lr 0.000566
Train: 	Epoch  312	Batch   3	Step   3124	Loss 1.608150	UAR 0.285714	lr 0.000566
Train: 	Epoch  312	Batch   4	Step   3125	Loss 1.608150	UAR 0.225000	lr 0.000566
Train: 	Epoch  312	Batch   5	Step   3126	Loss 1.608149	UAR 0.240000	lr 0.000566
Train: 	Epoch  312	Batch   6	Step   3127	Loss 1.608149	UAR 0.257143	lr 0.000566
Train: 	Epoch  312	Batch   7	Step   3128	Loss 1.608149	UAR 0.240000	lr 0.000565
Train: 	Epoch  312	Batch   8	Step   3129	Loss 1.608150	UAR 0.200000	lr 0.000565
Train: 	Epoch  312	Batch   9	Step   3130	Loss 1.608150	UAR 0.200000	lr 0.000565
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  313	Batch   0	Step   3131	Loss 1.608149	UAR 0.228571	lr 0.000565
Train: 	Epoch  313	Batch   1	Step   3132	Loss 1.608150	UAR 0.200000	lr 0.000565
Train: 	Epoch  313	Batch   2	Step   3133	Loss 1.608150	UAR 0.218182	lr 0.000565
Train: 	Epoch  313	Batch   3	Step   3134	Loss 1.608151	UAR 0.250000	lr 0.000565
Train: 	Epoch  313	Batch   4	Step   3135	Loss 1.608151	UAR 0.200000	lr 0.000565
Train: 	Epoch  313	Batch   5	Step   3136	Loss 1.608152	UAR 0.233333	lr 0.000565
Train: 	Epoch  313	Batch   6	Step   3137	Loss 1.608151	UAR 0.233333	lr 0.000565
Train: 	Epoch  313	Batch   7	Step   3138	Loss 1.608150	UAR 0.266667	lr 0.000565
Train: 	Epoch  313	Batch   8	Step   3139	Loss 1.608150	UAR 0.233333	lr 0.000564
Train: 	Epoch  313	Batch   9	Step   3140	Loss 1.608150	UAR 0.200000	lr 0.000564
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  314	Batch   0	Step   3141	Loss 1.608150	UAR 0.200000	lr 0.000564
Train: 	Epoch  314	Batch   1	Step   3142	Loss 1.608150	UAR 0.233333	lr 0.000564
Train: 	Epoch  314	Batch   2	Step   3143	Loss 1.608150	UAR 0.240000	lr 0.000564
Train: 	Epoch  314	Batch   3	Step   3144	Loss 1.608150	UAR 0.200000	lr 0.000564
Train: 	Epoch  314	Batch   4	Step   3145	Loss 1.608150	UAR 0.233333	lr 0.000564
Train: 	Epoch  314	Batch   5	Step   3146	Loss 1.608150	UAR 0.266667	lr 0.000564
Train: 	Epoch  314	Batch   6	Step   3147	Loss 1.608149	UAR 0.240000	lr 0.000564
Train: 	Epoch  314	Batch   7	Step   3148	Loss 1.608150	UAR 0.200000	lr 0.000564
Train: 	Epoch  314	Batch   8	Step   3149	Loss 1.608150	UAR 0.250000	lr 0.000564
Train: 	Epoch  314	Batch   9	Step   3150	Loss 1.608150	UAR 0.200000	lr 0.000563
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  315	Batch   0	Step   3151	Loss 1.608150	UAR 0.222222	lr 0.000563
Train: 	Epoch  315	Batch   1	Step   3152	Loss 1.608150	UAR 0.222222	lr 0.000563
Train: 	Epoch  315	Batch   2	Step   3153	Loss 1.608150	UAR 0.233333	lr 0.000563
Train: 	Epoch  315	Batch   3	Step   3154	Loss 1.608150	UAR 0.200000	lr 0.000563
Train: 	Epoch  315	Batch   4	Step   3155	Loss 1.608150	UAR 0.266667	lr 0.000563
Train: 	Epoch  315	Batch   5	Step   3156	Loss 1.608149	UAR 0.257143	lr 0.000563
Train: 	Epoch  315	Batch   6	Step   3157	Loss 1.608148	UAR 0.250000	lr 0.000563
Train: 	Epoch  315	Batch   7	Step   3158	Loss 1.608149	UAR 0.200000	lr 0.000563
Train: 	Epoch  315	Batch   8	Step   3159	Loss 1.608150	UAR 0.220000	lr 0.000563
Train: 	Epoch  315	Batch   9	Step   3160	Loss 1.608150	UAR 0.200000	lr 0.000563
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  316	Batch   0	Step   3161	Loss 1.608150	UAR 0.228571	lr 0.000562
Train: 	Epoch  316	Batch   1	Step   3162	Loss 1.608150	UAR 0.228571	lr 0.000562
Train: 	Epoch  316	Batch   2	Step   3163	Loss 1.608150	UAR 0.257143	lr 0.000562
Train: 	Epoch  316	Batch   3	Step   3164	Loss 1.608150	UAR 0.225000	lr 0.000562
Train: 	Epoch  316	Batch   4	Step   3165	Loss 1.608150	UAR 0.200000	lr 0.000562
Train: 	Epoch  316	Batch   5	Step   3166	Loss 1.608150	UAR 0.257143	lr 0.000562
Train: 	Epoch  316	Batch   6	Step   3167	Loss 1.608150	UAR 0.200000	lr 0.000562
Train: 	Epoch  316	Batch   7	Step   3168	Loss 1.608150	UAR 0.266667	lr 0.000562
Train: 	Epoch  316	Batch   8	Step   3169	Loss 1.608149	UAR 0.228571	lr 0.000562
Train: 	Epoch  316	Batch   9	Step   3170	Loss 1.608150	UAR 0.000000	lr 0.000562
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  317	Batch   0	Step   3171	Loss 1.608151	UAR 0.200000	lr 0.000562
Train: 	Epoch  317	Batch   1	Step   3172	Loss 1.608152	UAR 0.200000	lr 0.000561
Train: 	Epoch  317	Batch   2	Step   3173	Loss 1.608151	UAR 0.275000	lr 0.000561
Train: 	Epoch  317	Batch   3	Step   3174	Loss 1.608151	UAR 0.222222	lr 0.000561
Train: 	Epoch  317	Batch   4	Step   3175	Loss 1.608150	UAR 0.300000	lr 0.000561
Train: 	Epoch  317	Batch   5	Step   3176	Loss 1.608150	UAR 0.240000	lr 0.000561
Train: 	Epoch  317	Batch   6	Step   3177	Loss 1.608150	UAR 0.222222	lr 0.000561
Train: 	Epoch  317	Batch   7	Step   3178	Loss 1.608150	UAR 0.240000	lr 0.000561
Train: 	Epoch  317	Batch   8	Step   3179	Loss 1.608150	UAR 0.300000	lr 0.000561
Train: 	Epoch  317	Batch   9	Step   3180	Loss 1.608150	UAR 0.250000	lr 0.000561
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  318	Batch   0	Step   3181	Loss 1.608150	UAR 0.220000	lr 0.000561
Train: 	Epoch  318	Batch   1	Step   3182	Loss 1.608150	UAR 0.240000	lr 0.000561
Train: 	Epoch  318	Batch   2	Step   3183	Loss 1.608150	UAR 0.200000	lr 0.000561
Train: 	Epoch  318	Batch   3	Step   3184	Loss 1.608150	UAR 0.257143	lr 0.000560
Train: 	Epoch  318	Batch   4	Step   3185	Loss 1.608149	UAR 0.280000	lr 0.000560
Train: 	Epoch  318	Batch   5	Step   3186	Loss 1.608149	UAR 0.244444	lr 0.000560
Train: 	Epoch  318	Batch   6	Step   3187	Loss 1.608149	UAR 0.200000	lr 0.000560
Train: 	Epoch  318	Batch   7	Step   3188	Loss 1.608150	UAR 0.200000	lr 0.000560
Train: 	Epoch  318	Batch   8	Step   3189	Loss 1.608150	UAR 0.225000	lr 0.000560
Train: 	Epoch  318	Batch   9	Step   3190	Loss 1.608150	UAR 0.250000	lr 0.000560
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  319	Batch   0	Step   3191	Loss 1.608149	UAR 0.266667	lr 0.000560
Train: 	Epoch  319	Batch   1	Step   3192	Loss 1.608150	UAR 0.200000	lr 0.000560
Train: 	Epoch  319	Batch   2	Step   3193	Loss 1.608150	UAR 0.225000	lr 0.000560
Train: 	Epoch  319	Batch   3	Step   3194	Loss 1.608150	UAR 0.240000	lr 0.000560
Train: 	Epoch  319	Batch   4	Step   3195	Loss 1.608150	UAR 0.200000	lr 0.000559
Train: 	Epoch  319	Batch   5	Step   3196	Loss 1.608150	UAR 0.200000	lr 0.000559
Train: 	Epoch  319	Batch   6	Step   3197	Loss 1.608150	UAR 0.200000	lr 0.000559
Train: 	Epoch  319	Batch   7	Step   3198	Loss 1.608150	UAR 0.218182	lr 0.000559
Train: 	Epoch  319	Batch   8	Step   3199	Loss 1.608150	UAR 0.257143	lr 0.000559
Train: 	Epoch  319	Batch   9	Step   3200	Loss 1.608150	UAR 0.200000	lr 0.000559
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  320	Batch   0	Step   3201	Loss 1.608150	UAR 0.200000	lr 0.000559
Train: 	Epoch  320	Batch   1	Step   3202	Loss 1.608150	UAR 0.300000	lr 0.000559
Train: 	Epoch  320	Batch   2	Step   3203	Loss 1.608150	UAR 0.228571	lr 0.000559
Train: 	Epoch  320	Batch   3	Step   3204	Loss 1.608150	UAR 0.228571	lr 0.000559
Train: 	Epoch  320	Batch   4	Step   3205	Loss 1.608150	UAR 0.233333	lr 0.000559
Train: 	Epoch  320	Batch   5	Step   3206	Loss 1.608149	UAR 0.257143	lr 0.000558
Train: 	Epoch  320	Batch   6	Step   3207	Loss 1.608150	UAR 0.228571	lr 0.000558
Train: 	Epoch  320	Batch   7	Step   3208	Loss 1.608150	UAR 0.240000	lr 0.000558
Train: 	Epoch  320	Batch   8	Step   3209	Loss 1.608150	UAR 0.200000	lr 0.000558
Train: 	Epoch  320	Batch   9	Step   3210	Loss 1.608150	UAR 0.266667	lr 0.000558
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  321	Batch   0	Step   3211	Loss 1.608149	UAR 0.233333	lr 0.000558
Train: 	Epoch  321	Batch   1	Step   3212	Loss 1.608149	UAR 0.233333	lr 0.000558
Train: 	Epoch  321	Batch   2	Step   3213	Loss 1.608149	UAR 0.266667	lr 0.000558
Train: 	Epoch  321	Batch   3	Step   3214	Loss 1.608149	UAR 0.200000	lr 0.000558
Train: 	Epoch  321	Batch   4	Step   3215	Loss 1.608149	UAR 0.240000	lr 0.000558
Train: 	Epoch  321	Batch   5	Step   3216	Loss 1.608150	UAR 0.200000	lr 0.000558
Train: 	Epoch  321	Batch   6	Step   3217	Loss 1.608149	UAR 0.240000	lr 0.000558
Train: 	Epoch  321	Batch   7	Step   3218	Loss 1.608149	UAR 0.200000	lr 0.000557
Train: 	Epoch  321	Batch   8	Step   3219	Loss 1.608149	UAR 0.266667	lr 0.000557
Train: 	Epoch  321	Batch   9	Step   3220	Loss 1.608150	UAR 0.200000	lr 0.000557
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  322	Batch   0	Step   3221	Loss 1.608150	UAR 0.240000	lr 0.000557
Train: 	Epoch  322	Batch   1	Step   3222	Loss 1.608150	UAR 0.200000	lr 0.000557
Train: 	Epoch  322	Batch   2	Step   3223	Loss 1.608150	UAR 0.200000	lr 0.000557
Train: 	Epoch  322	Batch   3	Step   3224	Loss 1.608150	UAR 0.200000	lr 0.000557
Train: 	Epoch  322	Batch   4	Step   3225	Loss 1.608150	UAR 0.200000	lr 0.000557
Train: 	Epoch  322	Batch   5	Step   3226	Loss 1.608150	UAR 0.236364	lr 0.000557
Train: 	Epoch  322	Batch   6	Step   3227	Loss 1.608150	UAR 0.300000	lr 0.000557
Train: 	Epoch  322	Batch   7	Step   3228	Loss 1.608150	UAR 0.246154	lr 0.000557
Train: 	Epoch  322	Batch   8	Step   3229	Loss 1.608150	UAR 0.200000	lr 0.000557
Train: 	Epoch  322	Batch   9	Step   3230	Loss 1.608150	UAR 0.266667	lr 0.000556
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  323	Batch   0	Step   3231	Loss 1.608150	UAR 0.200000	lr 0.000556
Train: 	Epoch  323	Batch   1	Step   3232	Loss 1.608151	UAR 0.200000	lr 0.000556
Train: 	Epoch  323	Batch   2	Step   3233	Loss 1.608151	UAR 0.240000	lr 0.000556
Train: 	Epoch  323	Batch   3	Step   3234	Loss 1.608151	UAR 0.257143	lr 0.000556
Train: 	Epoch  323	Batch   4	Step   3235	Loss 1.608150	UAR 0.257143	lr 0.000556
Train: 	Epoch  323	Batch   5	Step   3236	Loss 1.608151	UAR 0.200000	lr 0.000556
Train: 	Epoch  323	Batch   6	Step   3237	Loss 1.608151	UAR 0.225000	lr 0.000556
Train: 	Epoch  323	Batch   7	Step   3238	Loss 1.608150	UAR 0.240000	lr 0.000556
Train: 	Epoch  323	Batch   8	Step   3239	Loss 1.608149	UAR 0.250000	lr 0.000556
Train: 	Epoch  323	Batch   9	Step   3240	Loss 1.608150	UAR 0.000000	lr 0.000556
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  324	Batch   0	Step   3241	Loss 1.608149	UAR 0.200000	lr 0.000555
Train: 	Epoch  324	Batch   1	Step   3242	Loss 1.608150	UAR 0.200000	lr 0.000555
Train: 	Epoch  324	Batch   2	Step   3243	Loss 1.608150	UAR 0.233333	lr 0.000555
Train: 	Epoch  324	Batch   3	Step   3244	Loss 1.608149	UAR 0.266667	lr 0.000555
Train: 	Epoch  324	Batch   4	Step   3245	Loss 1.608150	UAR 0.220000	lr 0.000555
Train: 	Epoch  324	Batch   5	Step   3246	Loss 1.608150	UAR 0.218182	lr 0.000555
Train: 	Epoch  324	Batch   6	Step   3247	Loss 1.608149	UAR 0.257143	lr 0.000555
Train: 	Epoch  324	Batch   7	Step   3248	Loss 1.608150	UAR 0.228571	lr 0.000555
Train: 	Epoch  324	Batch   8	Step   3249	Loss 1.608150	UAR 0.233333	lr 0.000555
Train: 	Epoch  324	Batch   9	Step   3250	Loss 1.608150	UAR 0.250000	lr 0.000555
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  325	Batch   0	Step   3251	Loss 1.608151	UAR 0.200000	lr 0.000555
Train: 	Epoch  325	Batch   1	Step   3252	Loss 1.608151	UAR 0.200000	lr 0.000555
Train: 	Epoch  325	Batch   2	Step   3253	Loss 1.608150	UAR 0.260000	lr 0.000554
Train: 	Epoch  325	Batch   3	Step   3254	Loss 1.608151	UAR 0.200000	lr 0.000554
Train: 	Epoch  325	Batch   4	Step   3255	Loss 1.608151	UAR 0.233333	lr 0.000554
Train: 	Epoch  325	Batch   5	Step   3256	Loss 1.608150	UAR 0.300000	lr 0.000554
Train: 	Epoch  325	Batch   6	Step   3257	Loss 1.608149	UAR 0.250000	lr 0.000554
Train: 	Epoch  325	Batch   7	Step   3258	Loss 1.608149	UAR 0.250000	lr 0.000554
Train: 	Epoch  325	Batch   8	Step   3259	Loss 1.608150	UAR 0.200000	lr 0.000554
Train: 	Epoch  325	Batch   9	Step   3260	Loss 1.608150	UAR 0.500000	lr 0.000554
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  326	Batch   0	Step   3261	Loss 1.608150	UAR 0.200000	lr 0.000554
Train: 	Epoch  326	Batch   1	Step   3262	Loss 1.608149	UAR 0.266667	lr 0.000554
Train: 	Epoch  326	Batch   2	Step   3263	Loss 1.608149	UAR 0.280000	lr 0.000554
Train: 	Epoch  326	Batch   3	Step   3264	Loss 1.608149	UAR 0.225000	lr 0.000554
Train: 	Epoch  326	Batch   4	Step   3265	Loss 1.608149	UAR 0.240000	lr 0.000553
Train: 	Epoch  326	Batch   5	Step   3266	Loss 1.608148	UAR 0.250000	lr 0.000553
Train: 	Epoch  326	Batch   6	Step   3267	Loss 1.608148	UAR 0.200000	lr 0.000553
Train: 	Epoch  326	Batch   7	Step   3268	Loss 1.608149	UAR 0.222222	lr 0.000553
Train: 	Epoch  326	Batch   8	Step   3269	Loss 1.608150	UAR 0.228571	lr 0.000553
Train: 	Epoch  326	Batch   9	Step   3270	Loss 1.608150	UAR 0.250000	lr 0.000553
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  327	Batch   0	Step   3271	Loss 1.608149	UAR 0.257143	lr 0.000553
Train: 	Epoch  327	Batch   1	Step   3272	Loss 1.608149	UAR 0.220000	lr 0.000553
Train: 	Epoch  327	Batch   2	Step   3273	Loss 1.608149	UAR 0.200000	lr 0.000553
Train: 	Epoch  327	Batch   3	Step   3274	Loss 1.608149	UAR 0.280000	lr 0.000553
Train: 	Epoch  327	Batch   4	Step   3275	Loss 1.608149	UAR 0.244444	lr 0.000553
Train: 	Epoch  327	Batch   5	Step   3276	Loss 1.608149	UAR 0.250000	lr 0.000552
Train: 	Epoch  327	Batch   6	Step   3277	Loss 1.608149	UAR 0.200000	lr 0.000552
Train: 	Epoch  327	Batch   7	Step   3278	Loss 1.608149	UAR 0.200000	lr 0.000552
Train: 	Epoch  327	Batch   8	Step   3279	Loss 1.608149	UAR 0.228571	lr 0.000552
Train: 	Epoch  327	Batch   9	Step   3280	Loss 1.608150	UAR 0.200000	lr 0.000552
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  328	Batch   0	Step   3281	Loss 1.608150	UAR 0.233333	lr 0.000552
Train: 	Epoch  328	Batch   1	Step   3282	Loss 1.608150	UAR 0.266667	lr 0.000552
Train: 	Epoch  328	Batch   2	Step   3283	Loss 1.608149	UAR 0.233333	lr 0.000552
Train: 	Epoch  328	Batch   3	Step   3284	Loss 1.608150	UAR 0.200000	lr 0.000552
Train: 	Epoch  328	Batch   4	Step   3285	Loss 1.608151	UAR 0.200000	lr 0.000552
Train: 	Epoch  328	Batch   5	Step   3286	Loss 1.608150	UAR 0.266667	lr 0.000552
Train: 	Epoch  328	Batch   6	Step   3287	Loss 1.608150	UAR 0.244444	lr 0.000552
Train: 	Epoch  328	Batch   7	Step   3288	Loss 1.608150	UAR 0.200000	lr 0.000551
Train: 	Epoch  328	Batch   8	Step   3289	Loss 1.608149	UAR 0.240000	lr 0.000551
Train: 	Epoch  328	Batch   9	Step   3290	Loss 1.608150	UAR 0.250000	lr 0.000551
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  329	Batch   0	Step   3291	Loss 1.608149	UAR 0.280000	lr 0.000551
Train: 	Epoch  329	Batch   1	Step   3292	Loss 1.608149	UAR 0.200000	lr 0.000551
Train: 	Epoch  329	Batch   2	Step   3293	Loss 1.608149	UAR 0.250000	lr 0.000551
Train: 	Epoch  329	Batch   3	Step   3294	Loss 1.608149	UAR 0.222222	lr 0.000551
Train: 	Epoch  329	Batch   4	Step   3295	Loss 1.608149	UAR 0.233333	lr 0.000551
Train: 	Epoch  329	Batch   5	Step   3296	Loss 1.608150	UAR 0.200000	lr 0.000551
